skills,interests,experience_years,role
python;sklearn;sql;css,modeling;experimentation,1,Data Scientist Intern
django;css;react,single-page-apps;apis,1,Backend Developer Intern
python;sklearn;linear-algebra,modeling;experimentation;statistics,2,Data Scientist Intern
flask;css;javascript,ui-development;frontend,0,Backend Developer Intern
python;ml;statistics,modeling;research,2,Data Scientist Intern
python;fastapi;nn;javascript,reporting;ai,3,ML Engineer Intern
tableau;css;react,single-page-apps;frontend,1,Frontend Developer Intern
python;excel,dashboards;business-intelligence,1,Data Scientist Intern
git;ci-cd;docker;sql,automation;web-development,1,DevOps Intern
python;ml;docker,machine-learning;research,2,Data Scientist Intern
fastapi;css;javascript;ml,etl;frontend,0,ML Engineer Intern
python;tensorflow;kubernetes,deep-learning;data-analysis,3,Deep Learning Engineer Intern
html;css;sql,web-design;frontend,0,Data Scientist Intern
python;docker;r,frontend;statistics,0,DevOps Intern
html;css;react,single-page-apps;web-design,0,Data Scientist Intern
python;sklearn;linear-algebra,modeling;backend,3,Data Scientist Intern
python;sklearn;linear-algebra,modeling;devops,2,ML Engineer Intern
python;r;html;aws,web-development;backend,1,ML Engineer Intern
python;fastapi;ci-cd,apis;visualization,2,Backend Developer Intern
python;excel,data-analysis;backend,0,ML Engineer Intern
python;pandas;excel,data-analysis;web-development,0,Data Analyst Intern
pandas;sql;tableau,data-visualization;visualization;experimentation,1,Business Analyst Intern
excel;powerbi;sql,dashboards;reporting,1,Business Analyst Intern
excel;sql;tableau,data-visualization;devops,1,Business Analyst Intern
python;sklearn;linear-algebra;javascript,modeling;deep-learning,2,Data Scientist Intern
python;fastapi;tensorflow,apis;cloud,1,ML Engineer Intern
python;sql;excel,data-analysis;web-design,0,Data Analyst Intern
python;powerbi;flask,dashboards;frontend,1,Backend Developer Intern
html;api;javascript;pandas,dashboards;frontend,0,ML Engineer Intern
python;powerbi;excel,dashboards;frontend,1,Business Analyst Intern
sql;tableau,data-visualization;dashboards,2,Business Analyst Intern
html;linux;javascript,web-design;ui-development;apis,0,Data Scientist Intern
python;sql;linux,data-analysis;statistics,2,DevOps Intern
tensorflow;ml;statistics,infrastructure;research,1,Deep Learning Engineer Intern
javascript;pytorch;cnn,computer-vision;ai,2,Deep Learning Engineer Intern
nn;sql;tableau;pytorch,data-visualization;business-intelligence,1,ML Engineer Intern
excel;sql;git,data-visualization;business-intelligence,2,Backend Developer Intern
excel;sql;tableau;pandas,data-visualization;dashboards,1,Business Analyst Intern
python;pytorch;cnn,experimentation;deep-learning,1,Deep Learning Engineer Intern
ml;powerbi,dashboards;nlp,2,Data Scientist Intern
sql;tableau,deployment;dashboards,1,Business Analyst Intern
excel;react,single-page-apps;reporting,1,Frontend Developer Intern
javascript;aws;api;ml,frontend;ui-development,1,ML Engineer Intern
python;html,web-design;ai,3,ML Engineer Intern
linux;docker;bash,deployment;devops;computer-vision,1,DevOps Intern
numpy;sql;tableau,deep-learning;dashboards,0,Business Analyst Intern
kubernetes;powerbi;sql;cnn,dashboards;cloud,0,Deep Learning Engineer Intern
pandas;react,single-page-apps;frontend,0,Frontend Developer Intern
linux;sql;excel,ui-development;reports,1,DevOps Intern
python;django;cnn,etl;backend,1,Deep Learning Engineer Intern
python;django;docker,devops;backend,1,Backend Developer Intern
python;django;html;excel,web-development;reports,0,ML Engineer Intern
git;fastapi;docker,web-design;infrastructure,2,Backend Developer Intern
excel;powerbi,dashboards;etl,0,Business Analyst Intern
html;css;react,single-page-apps;frontend,1,Data Scientist Intern
python;sql;r,data-analysis;statistics,0,Data Analyst Intern
python;powerbi;excel;nn,dashboards;business-intelligence,1,ML Engineer Intern
excel;numpy;tableau,data-visualization;business-intelligence,1,Business Analyst Intern
pytorch;tensorflow;nn,modeling;ai,2,ML Engineer Intern
powerbi;sql,visualization;reporting,2,Business Analyst Intern
excel;powerbi,dashboards;reporting,1,Business Analyst Intern
html;pandas;react,single-page-apps;frontend,2,ML Engineer Intern
excel;tensorflow;nn,deep-learning;web-design,1,Deep Learning Engineer Intern
aws;sql;r,data-visualization;statistics,2,DevOps Intern
python;sklearn;linear-algebra,modeling;experimentation,3,ML Engineer Intern
excel;tableau,data-visualization;dashboards,0,Business Analyst Intern
ml;sql;tableau,computer-vision;dashboards,1,ML Engineer Intern
python;fastapi;sql,frontend;backend,1,Backend Developer Intern
python;sklearn;git,modeling;deployment,3,ML Engineer Intern
html;css;aws;numpy,single-page-apps;frontend,1,Data Scientist Intern
nn;sklearn;linear-algebra,modeling;experimentation,2,ML Engineer Intern
python;git;cnn,computer-vision;deep-learning;devops,2,ML Engineer Intern
python;linux;cnn,single-page-apps;deep-learning,1,Deep Learning Engineer Intern
linux;docker;linear-algebra,deployment;backend,1,Data Scientist Intern
html;css;javascript,web-design;frontend,0,ML Engineer Intern
python;pytorch;cnn,computer-vision;etl,1,ML Engineer Intern
react;matplotlib,frontend;ui-development;infrastructure,0,Frontend Developer Intern
python;sql;r,backend;statistics,1,Data Analyst Intern
excel;sql;tableau;javascript,visualization;dashboards,1,Frontend Developer Intern
python;django;html,web-development;backend,0,Data Scientist Intern
linux;docker;bash,experimentation;devops;business-intelligence,1,DevOps Intern
fastapi;powerbi;sql,single-page-apps;reporting,1,Backend Developer Intern
fastapi;powerbi;sql,dashboards;apis,1,Backend Developer Intern
linux;git,deployment;etl,2,DevOps Intern
python;sql;r,data-analysis;single-page-apps,1,Data Analyst Intern
python;sql;django,data-analysis;statistics,0,Backend Developer Intern
python;pytorch;statistics,machine-learning;research,0,Deep Learning Engineer Intern
linux;docker;flask;cnn,apis;devops,2,Deep Learning Engineer Intern
python;ml;pytorch,machine-learning;dashboards,2,Deep Learning Engineer Intern
python;linux;html,web-development;backend,0,Data Scientist Intern
git;kubernetes;docker,single-page-apps;infrastructure,1,DevOps Intern
python;fastapi,apis;data-visualization;infrastructure,0,Backend Developer Intern
python;pytorch;javascript,computer-vision;deep-learning,1,Deep Learning Engineer Intern
python;sql;r,data-analysis;modeling,1,Data Scientist Intern
python;tensorflow;nn,deep-learning;ai,2,ML Engineer Intern
python;sql;r,data-analysis;statistics,2,Data Scientist Intern
python;react;api,devops;ui-development;visualization,1,Frontend Developer Intern
python;sklearn;excel,data-analysis;reports,0,ML Engineer Intern
html;react,single-page-apps;frontend,0,Data Scientist Intern
excel;powerbi;aws,dashboards;reporting;infrastructure,1,Business Analyst Intern
python;sql;r,data-analysis;data-visualization,1,Data Analyst Intern
python;html,web-development;modeling,1,Data Scientist Intern
ci-cd;sql;r,data-analysis;cloud,1,Data Analyst Intern
git;ci-cd;docker,automation;infrastructure,1,DevOps Intern
python;sklearn;r,data-analysis;ui-development,2,ML Engineer Intern
html;css;javascript,web-design;frontend,1,Data Scientist Intern
python;pytorch;cnn,computer-vision;etl,3,Deep Learning Engineer Intern
python;pytorch;statistics;api,computer-vision;research,1,Deep Learning Engineer Intern
python;pytorch;excel,computer-vision;deep-learning,3,ML Engineer Intern
fastapi;sklearn;linear-algebra,modeling;experimentation,3,ML Engineer Intern
python;ml;statistics,machine-learning;research,0,Data Scientist Intern
fastapi;django;html;api,web-development;frontend,1,ML Engineer Intern
excel;javascript;sql,dashboards;automation,0,Frontend Developer Intern
excel;sql,computer-vision;dashboards;statistics,1,Deep Learning Engineer Intern
python;django;html,web-development;backend,2,ML Engineer Intern
bash;tensorflow;nn,etl;ai,2,Deep Learning Engineer Intern
docker;powerbi;sql;ml,dashboards;reporting,0,Data Scientist Intern
python;fastapi;cnn,computer-vision;apis,3,ML Engineer Intern
python;css;statistics,machine-learning;research,2,Data Scientist Intern
python;statistics;excel,dashboards;data-analysis;reporting,2,ML Engineer Intern
html;css;react,single-page-apps;computer-vision,2,ML Engineer Intern
python;sklearn;linear-algebra,modeling;infrastructure,2,ML Engineer Intern
python;javascript;excel,data-analysis;apis,0,Frontend Developer Intern
numpy;react;api;fastapi,deep-learning;ui-development,1,Backend Developer Intern
excel;tableau,ai;dashboards,1,Business Analyst Intern
ml;css;react,single-page-apps;modeling,2,Data Scientist Intern
excel;css;tableau,data-visualization;reports,1,Frontend Developer Intern
python;ml;javascript;git,nlp;research,0,ML Engineer Intern
python;django;html,web-development;infrastructure,0,Data Scientist Intern
fastapi;sql;tableau;powerbi,frontend;dashboards;deep-learning,1,Backend Developer Intern
python;ml,machine-learning;research,1,Data Scientist Intern
linear-algebra;react;api,frontend;ui-development;ai,0,ML Engineer Intern
excel;sql;tableau,data-visualization;dashboards,1,Business Analyst Intern
flask;powerbi;excel,deployment;business-intelligence;research,0,Backend Developer Intern
python;ml;sql,machine-learning;infrastructure,1,Data Scientist Intern
linux;docker;bash,infrastructure;devops,1,DevOps Intern
python;sklearn;pytorch;linear-algebra,visualization;experimentation,3,Deep Learning Engineer Intern
react;sql;tableau;django,data-visualization;dashboards,0,Backend Developer Intern
excel;sql;tableau,data-visualization;reporting,0,Business Analyst Intern
excel;sql;tableau,experimentation;dashboards,0,Business Analyst Intern
python;powerbi;excel,dashboards;business-intelligence,0,Business Analyst Intern
python;ml;statistics,machine-learning;research,0,Data Scientist Intern
excel;powerbi;sql,web-development;reporting,1,Business Analyst Intern
cnn;css;react,deployment;frontend,2,Deep Learning Engineer Intern
python;tableau;statistics,machine-learning;research,2,Data Scientist Intern
html;kubernetes;react,single-page-apps;frontend;business-intelligence,2,Data Scientist Intern
python;sql;excel,data-analysis;reports;ui-development,0,Data Analyst Intern
python;sklearn;kubernetes,modeling;experimentation,2,ML Engineer Intern
excel;sql;fastapi,data-visualization;dashboards,2,Backend Developer Intern
python;sql;excel,data-analysis;reports;automation,0,Data Scientist Intern
powerbi;tableau,dashboards;business-intelligence,1,Business Analyst Intern
pytorch;ml;statistics,dashboards;research,2,Deep Learning Engineer Intern
html;css;javascript,web-design;frontend,1,Data Scientist Intern
python;tensorflow;nn,deep-learning;statistics,2,ML Engineer Intern
python;powerbi;excel,devops;business-intelligence,1,Business Analyst Intern
cnn;tensorflow;nn,deep-learning;ai,1,ML Engineer Intern
powerbi;css;react,single-page-apps;frontend,0,Frontend Developer Intern
html;css;pandas,single-page-apps;frontend,1,Data Scientist Intern
python;powerbi;sklearn,machine-learning;business-intelligence;ui-development,0,ML Engineer Intern
python;sql;linear-algebra,data-analysis;computer-vision;infrastructure,1,Data Scientist Intern
python;django;html,web-development;deep-learning;modeling,1,ML Engineer Intern
python;css;html;aws,deep-learning;backend,1,Data Scientist Intern
python;ml;statistics,machine-learning;computer-vision,1,Data Scientist Intern
html;css;ci-cd;python,single-page-apps;statistics,1,ML Engineer Intern
python;ml;html,machine-learning;research,1,ML Engineer Intern
python;sql;pandas,data-analysis;reports;research,0,Data Analyst Intern
python;sql;excel,ai;reports,1,Data Scientist Intern
cnn;docker;bash,deployment;devops,1,Deep Learning Engineer Intern
sql;nn,business-intelligence;reports,1,ML Engineer Intern
python;ml;statistics;git,machine-learning;research,0,Data Scientist Intern
excel;sql;react,data-visualization;dashboards;ui-development,2,Frontend Developer Intern
html;css;javascript,web-design;experimentation,1,Data Scientist Intern
python;excel;cnn,computer-vision;ai;automation,2,ML Engineer Intern
git;linux;docker,web-design;infrastructure;single-page-apps,1,DevOps Intern
matplotlib;fastapi;sql,apis;frontend,1,Backend Developer Intern
matplotlib;sklearn;linear-algebra,frontend;experimentation;research,1,Data Scientist Intern
python;linux;cnn,computer-vision;frontend,1,ML Engineer Intern
python;linear-algebra;statistics,machine-learning;frontend,0,Data Scientist Intern
git;ci-cd;numpy;css,automation;infrastructure,1,Frontend Developer Intern
excel;powerbi;sql,dashboards;data-analysis;experimentation,0,Business Analyst Intern
html;css;javascript,web-design;modeling,1,Data Scientist Intern
python;fastapi;bash,apis;experimentation,1,Backend Developer Intern
python;fastapi;sql,research;backend,1,Backend Developer Intern
python;sql;r,data-analysis;statistics,2,Data Analyst Intern
javascript;python;api,frontend;machine-learning,0,Frontend Developer Intern
linear-algebra;sql;excel;react,data-analysis;reporting;infrastructure,0,Data Scientist Intern
sql;sklearn;linear-algebra,modeling;experimentation,2,Data Scientist Intern
python;ci-cd;linear-algebra,modeling;deep-learning,2,ML Engineer Intern
python;sql;excel,data-analysis;reports,0,Data Analyst Intern
python;django;html,etl;backend;single-page-apps,1,Data Scientist Intern
bash;powerbi;sql;ml,dashboards;experimentation,0,Data Scientist Intern
ml;powerbi,dashboards;reporting,0,Data Scientist Intern
html;css;javascript,infrastructure;frontend,0,ML Engineer Intern
javascript;aws;api,frontend;ui-development,1,Frontend Developer Intern
python;pytorch;nn,computer-vision;deep-learning,2,ML Engineer Intern
python;excel;cnn,computer-vision;deep-learning,1,Deep Learning Engineer Intern
git;bash;docker,single-page-apps;infrastructure,0,DevOps Intern
linux;bash,deployment;devops,2,DevOps Intern
git;ci-cd;docker,automation;infrastructure;computer-vision,1,DevOps Intern
python;tensorflow;excel,data-analysis;reports,0,ML Engineer Intern
html;django,web-design;statistics,0,Data Scientist Intern
matplotlib;sql;excel;numpy,single-page-apps;reports;frontend,0,Full Stack Intern
javascript;react;api,frontend;modeling,2,Frontend Developer Intern
pytorch;bash,ai;devops,0,ML Engineer Intern
cnn;css;react,experimentation;nlp,1,ML Engineer Intern
tableau;docker;bash,deployment;devops,0,Business Analyst Intern
python;sklearn;linear-algebra,modeling;experimentation,2,Data Scientist Intern
git;ci-cd;docker,automation;statistics,2,DevOps Intern
git;tensorflow;nn;kubernetes,deep-learning;cloud,2,ML Engineer Intern
python;sql;r,data-analysis;statistics,1,Data Scientist Intern
python;matplotlib;linear-algebra,modeling;experimentation,2,Data Scientist Intern
ml;tensorflow;nn,deployment;ai;business-intelligence,2,Deep Learning Engineer Intern
kubernetes;sklearn;linear-algebra,ui-development;experimentation,2,ML Engineer Intern
html;css;ml;matplotlib,single-page-apps;frontend,0,Data Scientist Intern
